adl_id,description,code.type,code.nature,code.location,code.perpetrator,code.target
6461,a swastika was spray-painted on the sidewalk that is across the street from a jewish day school.,vandalism,nazi,outside school,not specified,school
6404,jewish boy received anti-semitic death threats from classmates in school via social media.,harassment,general antisemitism,social media,student,student
6474,swastika graffiti was discovered inside a bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
6462,swastika vandalism was discovered in a bathroom at an elementary school.,vandalism,nazi,in school,not specified,not specified
6432,"student at a high school told others ""gas the jews"" and performed a nazi salute.","harassment, performance",nazi,in school,student,not specified
6416,"a jewish student was harassed with anti-semitic remarks by another student who told her that ""jews belong in a pot"" and that ""hitler had the right idea.""",harassment,nazi,not specified,student,student
6401,jewish student at a high school victim of anti-semitic harassment and bullying by another student.,harassment,general antisemitism,in school,student,student
6403,jewish student victim of anti-semitic harassment by classmate both in person and on facebook.,harassment,general antisemitism,social media,student,student
7086,a swastika and the n-word were written in a bathroom at a high school.,vandalism,"nazi, oppression connection",in school,not specified,not specified
6466,swastika vandalism was discovered inside a school.,vandalism,nazi,in school,not specified,not specified
6440,jewish school received a threatening email that was anti-semitic in nature.,harassment,general antisemitism,social media,not specified,school
6421,jewish school received an anti-semitic and threatening email.,harassment,general antisemitism,social media,not specified,school
6624,"anti-semitic, anti-minority, and racial graffiti was discovered inside a bathroom at a middle school.",vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
6579,"a middle school student was told by a peer: ""you're a jew. i'm going to burn you!""",harassment,nazi,not specified,student,student
6493,"a middle school-aged jewish boy was verbally assaulted by his teacher in front of his classmates, and told him he was not a jew.",harassment,general antisemitism,in school,teacher,student
6618,"three swastikas were drawn on the campus of a public high school, which has a large jewish population.",vandalism,nazi,outside school,not specified,not specified
6532,jewish student's classwork was defaced by her classmate with a swastika.,vandalism,nazi,in school,student,student
6583,middle school student made anti-semitic remarks in a group chat.,harassment,general antisemitism,social media,student,not specified
6666,swastika were drawn on bathroom mirrors at a middle school using using an orange crayon.,vandalism,nazi,in school,not specified,not specified
6541,"one student said to another student: ""get away from me you dirty jew.""",harassment,general antisemitism,not specified,student,student
6540,jewish student was the victim of anti-semitic bullying by peers.,harassment,general antisemitism,not specified,student,student
6664,a swastika sticker was affixed to a bathroom wall at the school without walls.,vandalism,nazi,in school,not specified,not specified
6596,swastika vandalism discovered in the bathroom at a k-8 school.,vandalism,nazi,in school,not specified,not specified
6633,a swastika chalked on steps near a basketball court and playground at a school.,vandalism,nazi,outside school,not specified,not specified
6568,"a student at a middle school proclaimed ""i am not going to sit there, that's the chair for jews!""",harassment,general antisemitism,in school,student,not specified
6641,swastika etching discovered on a desk at a high school.,vandalism,nazi,in school,not specified,not specified
6620,a swastika was discovered to have been etched into a desk at a high school.,vandalism,nazi,in school,not specified,not specified
6593,a student discovered two swastikas drawn into a classroom bench at a high school.,vandalism,nazi,in school,not specified,not specified
6487,jewish student victim of anti-semitic bullying by peers at school.,harassment,general antisemitism,in school,student,student
6663,a swastika was drawn on a classroom desk at winston churchill high school.,vandalism,nazi,in school,not specified,not specified
6686,"graffiti discovered in a bathroom at a school that included racist and anti-semitic messages including ""i hate jews.""",vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
6553,"jewish student victim of anti-semitic harassment. classmate told her ""you don't understand it because you're a dirty jew and all jews deserve to die.""",harassment,general antisemitism,not specified,student,student
6554,middle school performed a play that made fun of the holocaust.,performance,holocaust denial,school event,not specified,not specified
6647,swastika vandalism discovered in school bathroom.,vandalism,nazi,in school,not specified,not specified
6395,a swastika and kkk graffiti were discovered in a classroom at a high school.,vandalism,"nazi, oppression connection",in school,not specified,not specified
6538,jewish student received an anti-semitic meme in a message from a classmate.,cyberbullying,general antisemitism,social media,student,student
6612,student drew a swastika in the bathroom using feces.,vandalism,nazi,in school,student,not specified
6544,"a swastika, the word kike, and the n-word were spray-painted on a wall at a high school.",vandalism,"general antisemitism, nazi, oppression connection",in school,not specified,not specified
6542,"vandalism that included swastikas, the word kike, the n-word, and kkk were discovered at a school.",vandalism,"general antisemitism, nazi, oppression connection",in school,not specified,not specified
6648,swastika vandalism discovered in school bathroom.,vandalism,nazi,in school,not specified,not specified
6649,swastika vandalism discovered in school bathroom.,vandalism,nazi,in school,not specified,not specified
6543,"students at a high school gave the ""heil hitler"" salute in class.",performance,nazi,in school,student,not specified
6671,flyers for the jewish student union at a public high school were defaced with hateful words.,vandalism,general antisemitism,in school,not specified,not specified
6645,anti-semitic and racist graffiti spray-painted on the walls of a middle school.,vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
6643,anti-semitic and racist graffiti spray-painted on the exterior walls of a middle school.,vandalism,"general antisemitism, oppression connection",outside school,not specified,not specified
6529,"jewish student received message saying ""stfu, kike!""",harassment,general antisemitism,social media,not specified,student
6507,"middle school student bullied by another student who disparagingly called him ""jewy.""",harassment,general antisemitism,not specified,student,student
6599,a swastika was carved into a table in a classroom.,vandalism,nazi,in school,not specified,not specified
6518,"students at a high school published a newsletter called ""the money jew"" that was filled with anti-semitic propaganda.",harassment,"general antisemitism, money",publication,student,not specified
6611,a school desk was vandalized with swastika graffiti.,vandalism,nazi,in school,not specified,not specified
4823,"a daily stormer book club, an alt right group, distributed flyers at maybeck high school. the flyers read: ""every time some anti-white, anti-america, anti-freedom event takes place, you look at it, and it's jews behind it.""",literature dump,general antisemitism,in school,outsider,not specified
6763,"jewish boy verbally harassed by classmates who called him a ""penny-pincher jew,"" among other things.",harassment,"general antisemitism, money",not specified,student,student
6901,anti-semitic symbols etched and painted in boys' bathroom at a middle school.,vandalism,general antisemitism,in school,not specified,not specified
6910,middle school defaced with swastika graffiti.,vandalism,nazi,in school,not specified,not specified
6820,anti-semitic graffiti discovered at an elementary school.,vandalism,general antisemitism,in school,not specified,not specified
6799,"jewish high school student victim of anti-semitic harassment and bullying that included anti-semitic jokes and being physically labeled ""jew.""",harassment,general antisemitism,not specified,student,student
6890,"graffiti that read: ""burn the jews"" was written on an elementary school playground.",vandalism,nazi,outside school,not specified,not specified
6867,"anti-semitic, racist and homophobic vandalism discovered in a bathroom at eaglecrest high school.",vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
6714,anti-semitic harassment in school.,harassment,general antisemitism,in school,not specified,not specified
6939,swastika graffiti discovered at a middle school.,vandalism,nazi,in school,not specified,not specified
6711,"a student used the word ""jew"" in a disparaging way to insult another student.",harassment,general antisemitism,not specified,student,student
6712,"during class, a student called out: ""i call upon jesus to kill all jews.""",harassment,general antisemitism,in school,student,not specified
6843,swastika vandalism discovered in a middle school.,vandalism,nazi,in school,not specified,not specified
6715,"image advertising something at a school was edited to read ""save a turkey roast a jew.""",vandalism,nazi,in school,not specified,not specified
6713,jewish student discovered someone had left a swastika image on her desk and a fellow student made a disparaging comment about jews to her.,"vandalism, harassment","general antisemitism, nazi",in school,not specified,student
6846,swastika graffiti discovered at a high school.,vandalism,nazi,in school,not specified,not specified
7577,swastika graffiti discovered at a k-12 private school.,vandalism,nazi,in school,not specified,not specified
6885,swastika graffiti discovered in a middle school.,vandalism,nazi,in school,not specified,not specified
6770,"jewish middle school student bullied my other students who called him ""jew boy"" and ""dumb jewish kid.""",harassment,general antisemitism,not specified,student,student
6823,jewish boy at a middle school discovered a swastika had been drawn on his school locker.,vandalism,nazi,in school,not specified,student
6844,"anti-semitic and racist graffiti written in a bathroom at a school that included a swastika and the message: ""gas the jews.""",vandalism,"general antisemitism, nazi, oppression connection",in school,not specified,not specified
6755,an image of a swastika was sent to mostly jewish students via apple airdrop.,cyberbullying,nazi,social media,not specified,student
6896,swastika graffiti discovered in the bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
6788,school peer drew a swastika on a piece of paper in front of jewish classmate.,vandalism,nazi,in school,student,student
6895,a number of swastikas were discovered in a high school over the course of two weeks.,vandalism,nazi,in school,not specified,not specified
6897,swastika vandalism discovered in a high school bathroom.,vandalism,nazi,in school,not specified,not specified
6894,swastika vandalism discovered in a high school bathroom.,vandalism,nazi,in school,not specified,not specified
6898,swastika vandalism discovered in a high school bathroom.,vandalism,nazi,in school,not specified,not specified
6827,swastika vandalism discovered in an elevator at a high school.,vandalism,nazi,in school,not specified,not specified
6828,swastika vandalism discovered in a bathroom at a middle school.,vandalism,nazi,in school,not specified,not specified
6839,swastika graffiti discovered in a bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
6838,swastika graffiti discovered in a stairwell at a high school.,vandalism,nazi,in school,not specified,not specified
6906,racist and anti-semitic graffiti discovered in a middle school.¬†,vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
6701,"student was disparagingly referred to as ""jewboy"" by student of opposing sports team.",harassment,general antisemitism,school event,student,student
6934,swastika graffiti discovered in the bathroom of a school.,vandalism,nazi,in school,not specified,not specified
6935,swastika vandalism discovered in a bathroom at a prep school.,vandalism,nazi,in school,not specified,not specified
6800,a swastika was drawn on a student's notebook.,vandalism,nazi,in school,not specified,student
6887,swastikas and a star of david were drawn in a bathroom at a high school.,vandalism,"general antisemitism, nazi",in school,not specified,not specified
6809,jewish high school student was taunted by peers with an anti-semitic song.,harassment,general antisemitism,not specified,student,student
6735,"a jewish student was called a ""dirty jew"" by a classmate.",harassment,general antisemitism,not specified,student,student
6754,"student drew a swastika and wrote ""dirty jew"" on another student's homework.",vandalism,"general antisemitism, nazi",in school,student,student
6847,swastika and racist vandalism discovered in a school bathroom.,vandalism,"nazi, oppression connection",in school,not specified,not specified
6848,swastika vandalism discovered in school bathroom.,vandalism,nazi,in school,not specified,not specified
3476,jungle gym equipment at a middle school was defaced with swastika graffiti.,vandalism,nazi,outside school,not specified,not specified
6539,"a swastika and the letters ""wp,"" presumably ""white power,"" were scratched into a bathroom stall at a school.",vandalism,"nazi, oppression connection",in school,not specified,not specified
6854,school desk vandalized with swastika graffiti.,vandalism,nazi,in school,not specified,not specified
2356,a student drew a swastika in the book of another student.,vandalism,nazi,in school,student,student
7080,three swastika drawings were discovered on the wall in a bathroom at a middle school.,vandalism,nazi,in school,not specified,not specified
6852,swastika vandalism discovered in school bathroom.,vandalism,nazi,in school,not specified,not specified
7082,a swastika and the n-word were drawn in a bathroom at a middle school.,vandalism,"nazi, oppression connection",in school,not specified,not specified
6851,swastika graffiti discovered in a middle school bathroom.,vandalism,nazi,in school,not specified,not specified
7088,four swastikas were drawn in a bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
7085,a swastika was drawn in the bathroom at a middle school.,vandalism,nazi,in school,not specified,not specified
6933,"a school was vandalized with swastikas, kkk, and the n-word graffiti.",vandalism,"nazi, oppression connection",in school,not specified,not specified
6850,road outside binghamton high school was vandalized with swastika graffiti. swastika graffiti also found on school windows.,vandalism,nazi,outside school,not specified,not specified
6950,"swastikas and ""nazi"" found written on the front of a teacher's desk at a school.",vandalism,nazi,in school,not specified,not specified
6918,five swastikas found by custodian at a charter school in west harlem.,vandalism,nazi,in school,not specified,not specified
6947,swastika found on the bathroom stall of a boys restroom at a school.,vandalism,nazi,in school,not specified,not specified
6722,middle school student made anti-semitic comment.,harassment,general antisemitism,not specified,student,not specified
6721,doctored anti-semitic snapchat photo of a student was circulated throughout school.,cyberbullying,general antisemitism,social media,not specified,student
6826,school vandalized with swastika graffiti.,vandalism,nazi,in school,not specified,not specified
6845,swastika vandalism discovered in high school locker room.,vandalism,nazi,in school,not specified,not specified
6849,swastika vandalism discovered in school locker room.,vandalism,nazi,in school,not specified,not specified
6909,elementary school defaced with swastika graffiti.,vandalism,nazi,in school,not specified,not specified
6767,high school students shared an anti-semitic video on snapchat targeting other students.,cyberbullying,general antisemitism,social media,student,student
6719,"an anti-semitic flier was discovered in a middle school. it read: ""stop fighting for jewish lies and fight a real war to save your race!""",literature dump,"general antisemitism, oppression connection",in school,not specified,not specified
6801,"student yelled ""heil hitler all jews should die"" in school.",harassment,nazi,in school,student,not specified
6737,"students received notifications for hotspot networks that were anti-semitic, discriminatory, and racist.",cyberbullying,"general antisemitism, oppression connection",in school,not specified,student
6727,anti-semitic harassment on school bus.,harassment,general antisemitism,outside school,not specified,not specified
7065,swastika graffiti discovered in a stairwell at a high school.,vandalism,nazi,in school,not specified,not specified
7024,jewish high school student victim of anti-semitic harassment and bullying in school by classmate.,harassment,general antisemitism,in school,student,student
7005,"anti-semitic note left at a school that included the words ""fake ass jew.""",harassment,general antisemitism,in school,not specified,not specified
7101,a seventeen-year-old was arrested for spray-painting a swastika and expletives at clement middle school.,vandalism,nazi,in school,student,not specified
7068,swastika graffiti discovered in a bathroom stall at a school.,vandalism,nazi,in school,not specified,not specified
6974,jewish middle school student verbally harassed by classmate who made remarks praising hitler for killing jews and threatened to kill jews himself.,harassment,nazi,not specified,student,student
7066,"""hail hitler"" and an image of a swastika were written in a bathroom stall at a high school.",vandalism,nazi,in school,not specified,not specified
7124,a swastika was etched into a bathroom stall at a high school.,vandalism,nazi,in school,not specified,not specified
7019,"orthodox jewish teacher was told by one of her students, ""i hate jews. i'm in the nation of islam and i don't like jews,"" and was repeatedly harassed with anti-semitic comments by other students.",harassment,general antisemitism,in school,student,teacher
6976,jewish student victim of anti-semitic bullying.,harassment,general antisemitism,not specified,student,student
7027,jewish boy victim of anti-semitic harassment by other students at his gymnasium.,harassment,general antisemitism,in school,student,student
7014,jewish students were verbally harassed and called anti-semitic names on the school bus.,harassment,general antisemitism,outside school,not specified,student
7029,a swastika was taped to the back of a student at a high school.,vandalism,nazi,in school,not specified,student
7013,jewish student received an anti-semitic message on snapchat in response to a snapchat message of a menorah.,cyberbullying,general antisemitism,social media,not specified,student
7064,swastika graffiti discovered in a classroom at a high school.,vandalism,nazi,in school,not specified,not specified
7112,swastika etching discovered on a window in a classroom at a middle school.,vandalism,nazi,in school,not specified,not specified
7052,swastika and racist vandalism discovered in a school bathroom.,vandalism,"nazi, oppression connection",in school,not specified,not specified
7129,"swastika, homophobic, and racist graffiti discovered at a high school.",vandalism,"nazi, oppression connection",in school,not specified,not specified
7134,swastika graffiti in school.,vandalism,nazi,in school,not specified,not specified
7018,elementary school student was told by peer that she was not invited to the holiday party because she is jewish.,harassment,general antisemitism,not specified,student,student
6999,high school student made anti-semitic comment to another student.,harassment,general antisemitism,not specified,student,student
7000,middle school student made an anti-semitic comment to another student.,harassment,general antisemitism,not specified,student,student
7081,swastika vandalism discovered in a school bathroom.,vandalism,nazi,in school,not specified,not specified
7616,"at school, a student told their health class that their ""natural high is killing jews.""",harassment,general antisemitism,in school,student,not specified
7079,anti-semitic graffiti that included a swastika next to a star of david discovered in a bathroom at a school.,vandalism,"general antisemitism, nazi",in school,not specified,not specified
7075,school desk vandalized with swastika and kkk graffiti.,vandalism,"nazi, oppression connection",in school,not specified,not specified
3931,graffiti that included a swastika was discovered outside a middle school.,vandalism,nazi,outside school,not specified,not specified
4923,"""hitler"" and a swastika were written in a bathroom stall at a school.",vandalism,nazi,in school,not specified,not specified
7077,swastika graffiti discovered in a school.,vandalism,nazi,in school,not specified,not specified
7076,"vandalism that included swastikas, slurs and hateful symbols found in a school.",vandalism,"nazi, oppression connection",in school,not specified,not specified
7078,swastika vandalism discovered in school.,vandalism,nazi,in school,not specified,not specified
7055,"a swastika and ""ss"" were etched into a desk at a high school.",vandalism,nazi,in school,not specified,not specified
6977,"two jewish students were approached by man on the street who waved his hands and said: ""this is what hitler did, it's going to happen again.""",harassment,nazi,off-campus,outsider,student
6990,jewish high school student victim of anti-semitic harassment.,harassment,general antisemitism,not specified,not specified,student
7002,"a student at lakewood high school sent an anti-semitic snapchat that featured an image from ""schindler's list"" of a nazi about to execute a man with the caption ""what's your favorite hannukah tradition?""",cyberbullying,nazi,social media,student,not specified
7061,"two individuals spray-painted racial slurs, swastikas, and anti-semitic insults on the buildings and sidewalks of a school.",vandalism,"general antisemitism, nazi, oppression connection",outside school,not specified,not specified
7069,"two swastikas and the word ""jew"" were discovered on the walls of a bathroom at a middle school.",vandalism,nazi,in school,not specified,not specified
7118,"a swastika, kkk, and 666 graffiti discovered in a bathroom stall at a high school.",vandalism,"nazi, oppression connection",in school,not specified,not specified
7135,a jewish high school student's notebook was vandalized with swastika drawings.,vandalism,nazi,in school,not specified,student
7137,swastika and kkk graffiti at high school.,vandalism,"nazi, oppression connection",in school,not specified,not specified
7133,a school desk was vandalized with swastika graffiti.,vandalism,nazi,in school,not specified,not specified
6995,anti-semitic flyers were posted on the exterior of a middle school.,literature dump,general antisemitism,outside school,not specified,not specified
6994,"jewish high school student called a ""stupid jew"" by another student.",harassment,general antisemitism,not specified,student,student
5336,"an unknown person or group distributed a flier at deshler high school which used an anti-semitic image to define the word ""avarice.""",literature dump,general antisemitism,in school,not specified,not specified
5241,an unknown person or group posted anti-semitic fliers at a school.,literature dump,general antisemitism,in school,not specified,not specified
9498,"after a high school soccer game at a jewish high school, members of the opposing team gave the nazi salute while walking off the field.",performance,nazi,school event,student,student
9503,a jewish student was verbally harassed with anti-semitic comments by another student.,harassment,general antisemitism,not specified,student,student
9511,"jewish high school student was told to ""go back into the oven"" by a peer.",harassment,nazi,not specified,student,student
9509,students at zionsville community high school posted a photo of themselves on social media doing the nazi salute.,performance,nazi,social media,student,not specified
10028,"anti-semitic vandalism that included swastikas and the message ""kill jews"" was written in a bathroom at a high school.",vandalism,nazi,in school,not specified,not specified
10027,anti-semitic messages were written on a bathroom stall in a restroom at bloomington high school.,vandalism,general antisemitism,in school,not specified,not specified
10032,a swastika was sketched into a desk at a high school.,vandalism,nazi,in school,not specified,not specified
9514,students at a middle school traced a swastika and phallic imagery into the snow.,vandalism,nazi,outside school,student,not specified
9513,"during a basketball game held at a jewish school, a member of the opposing team from a non-jewish school made anti-semitic comments to students from the jewish team.",harassment,general antisemitism,school event,student,student
10031,"a swastika and the words ""white power"" were written in a bathroom stall at a middle school.",vandalism,"nazi, oppression connection",in school,not specified,not specified
10030,swastika vandalism discovered inside a bathroom at severn river middle school.,vandalism,nazi,in school,not specified,not specified
9512,a swastika and phallic imagery were traced into the snow at howard high school.,vandalism,nazi,outside school,not specified,not specified
10029,swastika vandalism discovered at richard montgomery high school.,vandalism,nazi,in school,not specified,not specified
9517,jewish high school student harassed with anti-semitic jokes from classmates.,harassment,general antisemitism,not specified,student,student
9516,"jewish student at a high school verbally harassed with anti-semitic jokes including, ""what's the difference between jews and coal? jews burn longer.""",harassment,"general antisemitism, nazi",not specified,not specified,student
9518,"students at a high school posted a photo of themselves doing the nazi salute, seemingly to intimidate fellow jewish students.",performance,nazi,social media,student,student
11643,swastika vandalism discovered in a school bathroom.,vandalism,nazi,in school,not specified,not specified
11639,a swastika was drawn on a locker at a middle school.,vandalism,nazi,in school,not specified,not specified
11646,swastika vandalism discovered in a school bathroom.,vandalism,nazi,in school,not specified,not specified
11638,"an anti-semitic, racist, and anti-muslim sticker was found inside a bathroom stall at a high school.",vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
11644,classmates wrote a derogatory song about a jewish classmate.,harassment,general antisemitism,not specified,student,student
10035,a classroom was vandalized with swastika graffiti.,vandalism,nazi,in school,not specified,not specified
10051,a swastika and neo-nazi references were etched into bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
9535,a school teacher was subjected to verbal and written anti-semitic harassment from a student.,harassment,general antisemitism,in school,student,teacher
9537,"a non-jewish student told a jewish student that ""he was a cheater because all jews are cheaters.""",harassment,general antisemitism,not specified,student,student
10059,students drew swastikas on a jewish student's desk.,vandalism,nazi,in school,student,student
10060,jewish middle school student discovered a swastika and a jewish star had been drawn on a bathroom wall.,vandalism,"general antisemitism, nazi",in school,not specified,not specified
9538,a jewish student and a chinese student were harassed by other students with anti-semitic and racist jokes.,harassment,"general antisemitism, oppression connection",not specified,student,student
10062,a high school was defaced with graffiti that included a swastika and the n-word.,vandalism,"nazi, oppression connection",in school,not specified,not specified
10064,a desk at a middle school was vandalized with a nazi symbol the same day as holocaust remembrance day.,vandalism,nazi,in school,not specified,not specified
9491,"folks front, a neo-nazi group, distributed anti-semitic fliers at skyline high school that featured a swastika in place of the letter ""o"" in the word ""love"" and the jewish star in place of the letter ""a"" in the word ""hate.""",literature dump,"general antisemitism, nazi",in school,outsider,not specified
10067,"anti-semitic graffiti, likely a swastika, was etched into a desk at kent middle school.",vandalism,nazi,in school,not specified,not specified
10073,"swastikas and the word ""jew"" were drawn on school chairs.",vandalism,nazi,in school,not specified,not specified
10072,school desks vandalized with swastika drawings.,vandalism,nazi,in school,not specified,not specified
9555,student directed holocaust jokes at jewish students in class.,harassment,nazi,in school,student,student
10080,a swastika was drawn on a desk in a jewish teacher's classroom.,vandalism,nazi,in school,not specified,teacher
10078,a swastika was spray-painted on a pillar in front of centennial high school.,vandalism,nazi,outside school,not specified,not specified
9561,"a jewish high school student was harassed and baited by another student who said that ""jews killed jesus.""",harassment,general antisemitism,not specified,student,student
9557,"a student made anti-semitic comments to a jewish student that included ""nail the jew to the wall"" and ""burn the jew.""",harassment,"general antisemitism, nazi",not specified,student,student
10084,a custodian discovered swastika graffiti in a bathroom at georgetown middle high school.,vandalism,nazi,in school,not specified,not specified
9569,"jewish middle school student told by another student, ""i hope you get locked up and gassed by hitler.""",harassment,nazi,not specified,student,student
11677,a swastika was drawn on a student's hand.,vandalism,nazi,in school,not specified,student
11657,swastika vandalism discovered in a bathroom at a school.,vandalism,nazi,in school,not specified,not specified
11670,swastika vandalism discovered in an elementary school bathroom.,vandalism,nazi,in school,not specified,not specified
10088,a jewish student at lakeland regional high school discovered that a swastika was drawn on the back of her classroom chair. she had previously heard classmates making anti-semitic holocaust jokes.,"vandalism, harassment",nazi,in school,student,student
9573,"a classmate told a jewish student ""i hate jews. jews should be dead.""",harassment,general antisemitism,not specified,student,student
10103,"swastikas and ""hail hitler"" were written in chalk on a school playground.",vandalism,nazi,outside school,not specified,not specified
9582,"two jewish students at sycamore high school were called ""disgusting"" by a classmate, and told that other anti-semites were ""going to do something"" about the jews.",harassment,general antisemitism,in school,student,student
9584,a student discovered anti-semitic notes in their school book while at school.,harassment,general antisemitism,in school,not specified,student
9585,a jewish student at a middle was harassed by another student who did the sieg heil in front of him.,"harassment, performance",nazi,in school,student,student
10555,"a jewish high school student was verbally harassed and physically assaulted by fellow students who told her to ""go back to auschwitz"" and threw a rock at her back.",harassment,"general antisemitism, nazi",in school,student,student
11655,"a jewish middle school student was taunted by other students and called a ""dipshit jew.""",harassment,general antisemitism,not specified,student,student
9589,"a non-jewish student yelled ""heil hitler"" at a jewish student.",harassment,nazi,not specified,student,student
9590,a teacher at a school told their class that jews were responsible for 9/11 and that jews were responsible for killing palestinians.,harassment,general antisemitism,in school,teacher,student
10113,three swastikas were carved into a playground canopy at at mount daniel elementary school.,vandalism,nazi,outside school,not specified,not specified
9597,a non-jewish student made anti-semitic comments to a jewish student in school.,harassment,general antisemitism,in school,student,student
9611,"anti-semitic fliers were discovered at a high school that asked ""what is the difference between crackheads and jews?"" a swastika and the message ""the murder of innocent women and children by a rothschild led jewish zionist armed militia to forcibly confiscate the land of palestine now known as israel.""",literature dump,"general antisemitism, nazi, israel, conspiracy",in school,not specified,not specified
11680,swastika vandalism discovered in a school.,vandalism,nazi,in school,not specified,not specified
10117,swastika vandalism discovered at an elementary school.,vandalism,nazi,in school,not specified,not specified
9616,"anti-semitic fliers were discovered at an elementary school that asked ""what is the difference between crackheads and jews?"" a swastika and the message ""the murder of innocent women and children by a rothschild led jewish zionist armed militia to forcibly confiscate the land of palestine now known as israel.""",literature dump,"general antisemitism, nazi, israel, conspiracy",in school,not specified,not specified
11706,a swastika was spray-painted on a school wall.,vandalism,nazi,in school,not specified,not specified
9612,"anti-semitic fliers were discovered at a high school that asked ""what is the difference between crackheads and jews?"" a swastika and the message ""the murder of innocent women and children by a rothschild led jewish zionist armed militia to forcibly confiscate the land of palestine now known as israel.""",literature dump,"general antisemitism, nazi, israel, conspiracy",in school,not specified,not specified
9609,"a student announced to their class that ""the nazis should have killed all the jews, especially this sub.""",harassment,nazi,in school,student,teacher
9606,a jewish middle school student was the victim of anti-semitic harassment at school.,harassment,general antisemitism,in school,not specified,student
9599,"person using a loudspeaker shouting anti-israel and anti-semitic slurs from a car outside a hebrew language school, across the street from a local mosque.",harassment,"general antisemitism, israel",outside school,outsider,school
11688,"at a high school, a wifi hotspot was named with five swastika images and visible to those in the vicinity.",vandalism,nazi,in school,not specified,not specified
10121,"the name of a black student at vanden high school was spray-apinted on a sports field at the school along with a swastika, racial slurs, and ""usa for trump.""",vandalism,"nazi, oppression connection",outside school,not specified,student
9622,jewish student target of anti-semitic verbal harassment by another student.,harassment,general antisemitism,not specified,student,student
9623,a non-jewish student did the hitler salute at a jewish student.,performance,nazi,not specified,student,student
9625,a swastika was drawn on a student's homework assignment.,vandalism,nazi,in school,not specified,student
9677,students used swastikas as usernames during an online school assembly.,cyberbullying,nazi,social media,student,not specified
9628,"a student chanted ""heil hitler"" at a jewish student.",harassment,nazi,not specified,student,student
9630,"two hateful videos at whitney young high school were circulated to students, one of which showed student talking to another on facetime, as someone behind the girl holds a swastika.",cyberbullying,nazi,social media,student,student
9631,"ongoing anti-semitic harassment of a boy in a junior high school by his peers, that included anti-semitic messages sent via snapchat.",harassment,general antisemitism,social media,student,student
10132,"a swastika and the message, ""i hate minorities"" was written on the walls and lockers at a high school.",vandalism,"nazi, oppression connection",in school,not specified,not specified
9633,"jewish student was bullied by peers at school who told him to ""go back to the concentration camps.",harassment,nazi,in school,student,student
9635,a student at a middle school made anti-semitic remarks to a jewish student about gas chambers.,harassment,nazi,in school,student,student
10135,graffiti that included a swastika and an expletive was discovered in a bathroom at bannockburn elementary school.,vandalism,nazi,in school,not specified,not specified
9634,"during a spanish class at a middle school, the teacher told the class that ""the jews killed jesus"" because ""that's just what the catholics and christians believe.""",harassment,general antisemitism,in school,teacher,not specified
10172,five swastikas were drawn with a marker on a bulletin board and a shower curtain at a high school.,vandalism,nazi,in school,not specified,not specified
10144,anti-semitic and anti-black graffiti was written on bathroom stalls at dwight-engelwood school.¬†,vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
10142,"a bathroom at a high school was defaced with racist and anti-semitic graffiti that included a swastika, the word ""jews"" with a circle and line through it, the n-word, and ""wp"" for white power.",vandalism,"general antisemitism, nazi, oppression connection",in school,not specified,not specified
11699,jewish student victim of anti-semitic harassment and bullying by a peer.,harassment,general antisemitism,not specified,student,student
11694,a school employee discovered that two swastikas had been drawn on the sheet rock in a bathroom.,vandalism,nazi,in school,not specified,not specified
11701,"""i hate jews"" found written on a library desk at a high school.",vandalism,general antisemitism,in school,not specified,not specified
10143,"two bathrooms at high point regional high school were vandalized with swastika etchings and messages that read ""kill the jews"" and ""hitler was here.""",vandalism,nazi,in school,not specified,not specified
10557,a non-jewish student at a middle school slapped a jewish student because she was jewish.,harassment,general antisemitism,in school,student,student
9648,two students at division avenue high school¬†photo-shopped¬†a screen shot of the school district's website with anti-semitic messages and shared it with people in a group chat.,cyberbullying,general antisemitism,social media,student,not specified
11698,"over the course of a week, swastika vandalism was discovered at multiple locations in a middle school.",vandalism,nazi,in school,not specified,not specified
10145,swastika vandalism discovered at a middle school.,vandalism,nazi,in school,not specified,not specified
9666,"during a verbal altercation between jewish students and catholic adults, one of the adults called the jewish students ""kikes.""",harassment,general antisemitism,not specified,outsider,student
9664,a group of orthodox jews waiting for a school bus were harassed by individuals in a car that had a palestinian flag displayed on it.,harassment,general antisemitism,off-campus,outsider,student
10179,a bench at a school was vandalized with a swastika carving.,vandalism,nazi,in school,not specified,not specified
9670,jewish elementary school student was verbally harassed by a non-jewish student who made anti-semitic comments.,harassment,general antisemitism,not specified,student,student
9682,"a jewish middle school student was asked by a classmate if he is jewish, when he said yes the classmate said that he hated him.",harassment,general antisemitism,not specified,student,student
